客户号,probability,label,decision_zone,gray_score,review_reason,fold_std,model_range,missing_ratio,shap_top3_features,shap_top3_values,cf_feature,cf_delta,cf_type,radar_信息完整度,radar_经营活跃度,radar_银企关系,radar_财务稳健性,radar_资质信用,radar_规模体量
56687,0.98308291,1,自动通过,0.0182,,0.0024,0.0073,0.1364,结算分|小类_te|基础健康分,0.2863|0.2264|0.1898,,0.0,,77.0,91.2,50.0,93.9,62.8,72.6
56688,0.96837741,1,自动通过,0.0298,,0.006,0.0078,0.1364,结算分|存款我行占比|missing_pattern_freq,0.3071|0.2418|-0.2234,标签_近12个月开票金额,-0.0248,核验,39.2,82.4,50.0,96.5,77.6,40.2
56689,0.8683857,1,自动通过,0.1519,,0.0111,0.0129,0.5455,结算分|存款我行占比|基础健康分,-0.6428|0.218|-0.1998,结算分,0.0611,策略调整,75.6,83.3,50.0,49.0,81.0,83.4
56690,0.97408449,1,自动通过,0.0303,,0.0058,0.0087,0.0909,基础健康分|结算分|存款我行占比,0.5295|0.3851|0.1839,存款分,-0.008,策略调整,84.5,49.0,50.0,85.2,66.2,81.2
56691,0.80924144,1,风险提示,0.438,高风险抽检,0.036,0.0662,0.0455,结算分|基础健康分|最新一期年报财务费用除以刚性负债,-0.7002|0.4169|-0.2524,结算分,0.1108,策略调整,82.8,45.4,50.0,38.0,60.6,62.9
56692,0.97421813,1,自动通过,0.0249,,0.0043,0.0081,0.0682,基础健康分|结算分|存款我行占比,0.3768|0.3396|0.2084,存款分,-0.0141,策略调整,82.9,69.1,50.0,65.4,70.3,55.7
56693,0.84144066,1,自动通过,0.2802,,0.0169,0.047,0.3864,missing_pattern_freq|最新一期年报营收增长率|结算分,-0.3509|-0.3436|0.1993,近12个月收票金额,-0.095,核验,32.5,73.2,50.0,15.5,61.9,57.3
56694,0.84712753,1,自动通过,0.2735,,0.0157,0.0534,0.1364,存款分|missing_pattern_freq|结算分,-0.3494|-0.287|0.2863,存款我行占比,-0.072,策略调整,43.5,61.0,50.0,48.2,75.7,80.2
56695,0.74777639,1,人工复核,0.6804,概率不确定|模型分歧,0.0475,0.1138,0.1818,基础健康分|结算分|存款我行占比,-0.7846|0.296|-0.2478,存款分,-0.1809,策略调整,48.9,58.6,50.0,57.0,47.9,57.2
56696,0.65233047,0,人工复核,0.5053,概率不确定,0.0622,0.0653,0.1818,结算分|基础健康分|存款我行占比,-0.5228|0.5036|-0.3195,近12个月收票金额,0.1424,核验,42.7,18.2,50.0,62.6,34.9,79.2
56697,0.87503553,1,自动通过,0.188,,0.0144,0.0403,0.0909,存款分|基础健康分|missing_pattern_freq,-0.3215|0.2921|-0.173,结算分,0.0558,策略调整,57.8,63.4,50.0,75.8,56.4,56.1
56698,0.9620154,1,自动通过,0.0378,,0.006,0.0131,0.1364,基础健康分|结算分|missing_pattern_freq,0.4994|0.3037|-0.2526,销售归行率,0.0159,策略调整,43.0,77.3,50.0,98.9,68.4,60.5
56699,0.53842832,0,自动拒绝,0.183,,0.0271,0.0677,0.7045,结算分|基础健康分|存款我行占比,-0.6593|-0.3402|-0.29,基础健康分,0.2498,策略调整,57.1,50.1,50.0,55.1,46.1,49.7
56700,0.94158238,1,自动通过,0.0455,,0.0063,0.0178,0.1136,基础健康分|结算分|存款分,0.4381|0.3195|-0.2166,存款我行占比,0.0345,策略调整,86.0,76.0,50.0,70.8,62.4,63.3
56701,0.62872261,0,自动拒绝,0.3184,,0.0281,0.0439,0.6136,结算分|基础健康分|存款我行占比,-0.7385|-0.3908|-0.3624,基础健康分,0.2257,策略调整,61.3,67.1,50.0,53.5,67.6,70.9
56702,0.43095985,0,自动拒绝,0.2865,,0.0339,0.1233,0.6818,结算分|存款我行占比|基础健康分,-0.6741|-0.3105|-0.3027,,0.0,,50.4,24.9,50.0,57.6,41.6,42.8
56703,0.9261153,1,自动通过,0.0652,,0.0197,0.0041,0.1818,结算分|基础健康分|missing_pattern_freq,0.2597|0.2383|-0.2298,销售归行率,0.0331,策略调整,39.0,79.8,50.0,61.6,70.2,71.2
56704,0.9301323,1,自动通过,0.0672,,0.018,0.0088,0.25,最新一期年报营收增长率|missing_pattern_freq|存款我行占比,-0.4278|-0.3523|0.1478,存款分,-0.0216,策略调整,34.8,87.5,50.0,38.2,74.8,85.8
56705,0.89557205,1,自动通过,0.1494,,0.0205,0.0328,0.5455,结算分|存款我行占比|标签_近12个月开票金额,-0.5827|0.3258|0.2404,存款分,-0.0455,策略调整,71.0,80.0,50.0,49.3,75.0,50.4
56706,0.96209497,1,自动通过,0.0295,,0.0082,0.0032,0.0455,结算分|存款我行占比|最新一期年报ROE增长率,0.2742|0.1952|-0.1481,存款分,-0.012,策略调整,84.7,69.7,50.0,69.9,66.9,79.0
56707,0.52683581,0,自动拒绝,0.3309,,0.0413,0.1381,0.5455,结算分|收款对手客户数|存款我行占比,-0.9282|-0.4293|-0.4098,结算分,0.3132,策略调整,74.2,31.5,50.0,52.1,52.4,61.0
56708,0.88342816,1,自动通过,0.2223,,0.0191,0.0662,0.4318,最新一期年报营收增长率|missing_pattern_freq|基础健康分,-0.3856|-0.3594|0.2663,销售归行率,0.0341,策略调整,25.6,75.5,50.0,37.9,76.3,55.8
56709,0.60661269,0,自动拒绝,0.2653,,0.0273,0.0428,0.6136,结算分|存款我行占比|基础健康分,-0.7845|-0.3848|-0.2991,结算分,0.1844,策略调整,52.3,62.5,50.0,50.3,46.4,46.4
56710,0.74366372,1,人工复核,0.6277,概率不确定,0.0444,0.0788,0.25,基础健康分|结算分|存款我行占比,-0.5594|-0.474|-0.3457,基础健康分,0.205,策略调整,52.0,56.8,50.0,100.0,49.0,99.3
56711,0.93964585,1,自动通过,0.1436,,0.0164,0.0629,0.1591,missing_pattern_freq|结算分|存款我行占比,-0.262|0.2125|0.1318,存款分,-0.0449,策略调整,42.2,60.7,50.0,63.5,91.6,78.1
56712,0.67879211,0,人工复核,0.473,概率不确定|资料不足,0.031,0.0671,0.5227,结算分|基础健康分|存款我行占比,-0.7315|-0.2755|0.2548,结算分,0.1821,策略调整,69.8,46.4,50.0,46.1,60.3,0.0
56713,0.60777903,0,自动拒绝,0.2754,,0.0335,0.0355,0.5227,结算分|存款分|基础健康分,-0.8834|-0.3053|-0.2872,结算分,0.2826,策略调整,75.7,84.5,50.0,51.1,56.8,55.2
56714,0.74060666,1,人工复核,0.7278,概率不确定,0.0732,0.0835,0.1364,基础健康分|存款我行占比|存款分,-0.7074|-0.4036|-0.2783,基础健康分,0.1699,策略调整,52.8,56.5,50.0,56.8,79.3,69.8
56715,0.55098453,0,自动拒绝,0.2033,,0.0491,0.0374,0.7045,结算分|存款我行占比|基础健康分,-0.6703|-0.3813|-0.3555,基础健康分,0.2692,策略调整,60.5,51.5,50.0,54.2,47.0,69.2
56716,0.43973699,0,自动拒绝,0.2686,,0.0684,0.0423,0.5682,结算分|存款我行占比|基础健康分,-0.7105|-0.4104|-0.3134,,0.0,,50.3,50.2,50.0,52.7,70.4,38.5
56717,0.82241348,1,自动通过,0.2982,,0.0228,0.019,0.75,结算分|基础健康分|小类_te,-0.38|-0.2247|0.2118,基础健康分,0.0904,策略调整,63.0,51.6,50.0,55.7,58.6,70.0
56718,0.87739734,1,自动通过,0.1441,,0.0185,0.0064,0.5682,结算分|存款我行占比|基础健康分,-0.6463|0.2427|-0.2332,结算分,0.0779,策略调整,73.5,80.6,50.0,46.8,75.1,83.9
56719,0.96016414,1,自动通过,0.0457,,0.0113,0.0079,0.0455,结算分|存款我行占比|存款分,0.2855|0.2139|-0.1739,基础健康分,0.0162,策略调整,84.6,75.4,50.0,100.0,70.1,72.7
56720,0.92064057,1,自动通过,0.0615,,0.0167,0.0076,0.0227,结算分|存款分|近12个月收票金额,0.3509|-0.2541|-0.1199,近12个月收票金额,0.0396,核验,91.2,42.5,50.0,71.9,65.7,70.2
56721,0.97568186,1,自动通过,0.0185,,0.0047,0.003,0.0227,基础健康分|结算分|存款分,0.541|0.3391|-0.2063,结算分,0.0058,策略调整,89.6,71.5,50.0,94.9,64.2,73.1
56722,0.75437886,1,人工复核,0.6551,概率不确定,0.0769,0.0479,0.2273,结算分|存款分|missing_pattern_freq,-0.5599|-0.2284|-0.1998,存款我行占比,-0.1856,策略调整,47.4,62.9,50.0,83.6,75.6,38.3
56723,0.41710581,0,自动拒绝,0.1496,,0.0391,0.0216,0.5455,结算分|存款我行占比|基础健康分,-0.857|-0.4743|-0.3292,,0.0,,50.3,53.6,50.0,50.2,34.4,43.1
56724,0.94304955,1,自动通过,0.095,,0.0141,0.0352,0.0682,结算分|基础健康分|存款分,0.4637|0.3064|0.3006,存款分,-0.0603,策略调整,91.0,62.6,50.0,54.2,57.4,63.8
56725,0.67646785,0,人工复核,0.4602,概率不确定,0.0498,0.0243,0.1364,存款我行占比|存款分|最新一期年报财务费用除以刚性负债,-0.4228|-0.3842|-0.3554,存款我行占比,0.1146,策略调整,44.5,73.8,50.0,16.6,71.4,58.9
56726,0.55533412,0,自动拒绝,0.2352,,0.0364,0.0805,0.6591,结算分|存款我行占比|基础健康分,-0.8367|-0.3968|-0.3604,结算分,0.2749,策略调整,68.1,47.9,50.0,54.1,44.4,49.8
56727,0.94226707,1,自动通过,0.0276,,0.0081,0.0022,0.0909,missing_pattern_freq|结算分|最新一期年报ROE增长率,-0.3576|0.2621|-0.1325,存款分,-0.0287,策略调整,37.5,80.8,50.0,89.4,75.8,62.1
56728,0.73440991,1,人工复核,0.5431,概率不确定|资料不足,0.0415,0.0145,0.7045,结算分|基础健康分|小类_te,-0.4662|-0.2665|0.243,基础健康分,0.1338,策略调整,52.8,53.0,50.0,52.3,34.4,55.5
56729,0.93310408,1,自动通过,0.0416,,0.012,0.0037,0.0455,基础健康分|结算分|存款我行占比,-0.4186|0.2476|0.2092,基础健康分,0.0305,策略调整,65.4,68.9,50.0,88.4,48.0,68.9
56730,0.37545633,0,自动拒绝,0.1068,,0.028,0.0151,0.5455,结算分|存款我行占比|基础健康分,-0.8596|-0.4601|-0.3166,,0.0,,52.0,40.7,50.0,51.3,25.5,45.2
56731,0.88648815,1,自动通过,0.1684,,0.0134,0.0463,0.1364,基础健康分|存款分|missing_pattern_freq,0.4208|-0.2678|-0.2653,职工人数,0.0457,核验,42.8,75.1,50.0,81.9,83.1,37.8
56732,0.75491783,1,人工复核,0.4901,概率不确定|资料不足,0.0242,0.0441,0.6136,结算分|基础健康分|存款我行占比,-0.5337|-0.2138|0.1863,结算分,0.1001,策略调整,55.3,64.4,50.0,53.9,64.4,26.8
56733,0.96309237,1,自动通过,0.0204,,0.0054,0.0029,0.0682,基础健康分|结算分|存款我行占比,0.3925|0.2353|0.1713,职工人数,0.0148,核验,89.9,75.5,50.0,69.7,85.0,43.8
56734,0.86502731,1,自动通过,0.2129,,0.0263,0.0182,0.1818,missing_pattern_freq|结算分|小类_te,-0.3693|0.2349|-0.1878,存款分,-0.0795,策略调整,25.5,73.5,50.0,53.1,59.5,54.1
56735,0.3462666,0,自动拒绝,0.2736,,0.0564,0.0697,0.0909,结算分|基础健康分|存款我行占比,-0.7843|-0.4464|-0.4211,,0.0,,54.9,53.0,50.0,64.6,43.7,44.8
56736,0.96068237,1,自动通过,0.0263,,0.0064,0.0048,0.1136,基础健康分|结算分|纳税总额排名_按市_值,0.4242|0.3134|0.199,存款我行占比,-0.0187,策略调整,57.4,54.7,50.0,67.2,100.0,75.2
56737,0.29638111,0,自动拒绝,0.1994,,0.0371,0.0588,0.4773,结算分|存款我行占比|收款对手客户数,-0.9883|-0.4614|-0.4557,,0.0,,67.9,12.1,50.0,53.9,39.8,49.3
56738,0.63332609,0,自动拒绝,0.3303,,0.0393,0.0227,0.5682,结算分|存款我行占比|基础健康分,-0.7723|-0.3893|-0.29,存款我行占比,0.1648,策略调整,59.0,81.2,50.0,50.7,79.8,80.2
56739,0.88569343,1,自动通过,0.1882,,0.0233,0.0385,0.0909,基础健康分|存款分|纳税总额排名_按市_值,-0.3891|-0.3111|0.1724,结算分,0.0564,策略调整,83.0,75.6,50.0,89.0,100.0,77.1
56740,0.97474886,1,自动通过,0.0436,,0.007,0.015,0.1364,结算分|missing_pattern_freq|存款我行占比,0.2668|-0.2257|0.2211,存款分,-0.0239,策略调整,38.3,69.6,50.0,85.8,91.1,72.0
56741,0.38605842,0,自动拒绝,0.2108,,0.0202,0.1002,0.6591,结算分|存款我行占比|基础健康分,-0.8587|-0.3882|-0.3586,,0.0,,67.9,44.6,50.0,51.9,49.3,34.7
56742,0.37767446,0,自动拒绝,0.144,,0.0315,0.0329,0.6591,结算分|存款我行占比|基础健康分,-0.7693|-0.4402|-0.3542,,0.0,,53.1,28.5,50.0,54.1,42.8,48.6
56743,0.85558843,1,自动通过,0.2517,,0.0224,0.0379,0.1591,missing_pattern_freq|结算分|基础健康分,-0.2954|0.2808|0.2666,销售归行率,0.0428,策略调整,34.9,59.0,50.0,38.8,59.8,70.0
56744,0.85743704,1,自动通过,0.1881,,0.0152,0.0126,0.5455,结算分|纳税总额排名_按市_值|基础健康分,-0.6179|0.2722|-0.216,结算分,0.078,策略调整,75.6,50.4,50.0,50.9,100.0,100.0
56745,0.55014933,0,自动拒绝,0.2189,,0.0486,0.0488,0.5227,结算分|存款分|基础健康分,-0.7515|-0.3029|-0.2543,结算分,0.2535,策略调整,58.3,70.4,50.0,46.8,44.3,36.9
56746,0.87090664,1,自动通过,0.1782,,0.0126,0.0313,0.5,结算分|存款我行占比|基础健康分,-0.6878|0.376|-0.3101,结算分,0.0702,策略调整,76.1,91.9,50.0,51.5,52.8,62.4
56747,0.54251672,0,自动拒绝,0.1049,,0.0279,0.0141,0.5455,结算分|基础健康分|存款我行占比,-0.8887|-0.3185|-0.2541,结算分,0.2818,策略调整,72.2,85.4,50.0,49.6,47.7,57.1
56748,0.78296985,1,风险提示,0.4309,高风险抽检,0.0262,0.0423,0.4773,结算分|存款分|存款我行占比,-0.696|-0.3653|0.2571,结算分,0.115,策略调整,72.7,71.8,50.0,53.6,50.6,64.6
56749,0.75318912,1,人工复核,0.6036,概率不确定,0.0514,0.0629,0.2045,最新一期年报营收增长率|missing_pattern_freq|结算分,-0.3855|-0.3742|0.207,标签_近12个月开票金额,-0.0843,核验,28.5,81.7,50.0,0.0,47.9,69.0
56750,0.67360024,0,自动拒绝,0.4033,,0.0235,0.0431,0.5,结算分|存款分|基础健康分,-0.854|-0.4817|-0.2497,结算分,0.2163,策略调整,75.5,59.6,50.0,52.1,54.7,45.8
56751,0.73193079,0,人工复核,0.525,概率不确定|资料不足,0.0233,0.0384,0.6364,结算分|基础健康分|最新一期年报营收增长率,-0.5461|-0.2258|-0.1809,基础健康分,0.1007,策略调整,60.4,50.7,50.0,53.2,63.1,30.2
56752,0.68687276,0,人工复核,0.4724,概率不确定|资料不足,0.0328,0.051,0.7273,结算分|基础健康分|存款分,-0.4881|-0.2481|-0.1949,基础健康分,0.1172,策略调整,67.2,49.2,50.0,56.9,57.2,30.5
56753,0.53359079,0,自动拒绝,0.1415,,0.0328,0.0287,0.6591,结算分|基础健康分|存款我行占比,-0.6877|-0.3509|-0.3351,基础健康分,0.2355,策略调整,55.8,51.7,50.0,52.9,33.1,40.8
56754,0.63737151,0,自动拒绝,0.3474,,0.0396,0.0275,0.5455,结算分|基础健康分|存款分,-0.8958|-0.2999|-0.2675,结算分,0.2116,策略调整,71.0,70.8,50.0,49.8,66.6,58.7
56755,0.94031577,1,自动通过,0.0785,,0.0075,0.0373,0.0682,存款分|结算分|最新一期年报财务费用除以刚性负债,-0.3948|0.3447|-0.1904,职工人数,0.0095,核验,81.1,80.9,50.0,66.5,83.6,76.5
56756,0.9409547,1,自动通过,0.058,,0.0134,0.012,0.2045,missing_pattern_freq|结算分|基础健康分,-0.2964|0.2645|0.2643,存款分,-0.0239,策略调整,33.3,100.0,50.0,60.3,60.7,84.6
56757,0.37242024,0,自动拒绝,0.0797,,0.0199,0.0133,0.6591,结算分|存款我行占比|基础健康分,-0.7567|-0.3683|-0.351,,0.0,,54.5,43.5,50.0,52.3,38.7,42.2
56758,0.94121269,1,自动通过,0.0466,,0.014,0.0031,0.0682,结算分|存款分|基础健康分,0.3111|-0.2873|0.2586,职工人数,0.0095,核验,79.6,69.0,50.0,58.5,61.3,72.6
56759,0.75910414,1,人工复核,0.5178,概率不确定|资料不足,0.0233,0.0706,0.75,结算分|基础健康分|存款我行占比,-0.4099|-0.214|0.186,基础健康分,0.0955,策略调整,63.3,51.3,50.0,57.6,58.7,67.9
56760,0.84271123,1,风险提示,0.3454,高风险抽检,0.0348,0.0565,0.1818,最新一期年报营收增长率|missing_pattern_freq|基础健康分,-0.5868|-0.3499|0.2999,存款我行占比,-0.0524,策略调整,34.0,73.1,50.0,0.0,83.9,45.8
56761,0.70944037,0,自动拒绝,0.4247,,0.0137,0.024,0.5455,结算分|基础健康分|存款分,-0.8444|-0.2873|-0.2224,结算分,0.2022,策略调整,73.3,83.4,50.0,48.8,71.1,97.7
56762,0.95287388,1,自动通过,0.0518,,0.0096,0.0152,0.1136,存款我行占比|基础健康分|存款分,0.1685|0.1371|-0.0997,基础健康分,-0.0482,策略调整,82.7,79.9,50.0,82.0,62.5,70.4
56763,0.78081015,1,风险提示,0.391,高风险抽检,0.0236,0.0177,0.6136,结算分|存款分|基础健康分,-0.5503|-0.2545|-0.209,近12个月收票金额,-0.0983,核验,61.2,83.9,50.0,50.3,59.8,73.1
56764,0.44533311,0,自动拒绝,0.1092,,0.0274,0.0181,0.6591,结算分|存款我行占比|基础健康分,-0.684|-0.364|-0.3358,,0.0,,50.1,40.4,50.0,54.3,41.1,63.2
56765,0.93912854,1,自动通过,0.0494,,0.0124,0.0082,0.1591,基础健康分|结算分|missing_pattern_freq,0.3124|0.2675|-0.252,存款分,-0.0175,策略调整,41.1,84.1,50.0,62.2,89.4,42.3
56766,0.78633345,1,风险提示,0.3895,高风险抽检,0.0221,0.0278,0.6136,结算分|存款我行占比|基础健康分,-0.4895|0.2114|-0.1937,存款我行占比,-0.151,策略调整,53.1,65.1,50.0,50.4,58.9,36.7
56767,0.73259489,0,人工复核,0.5294,概率不确定|资料不足,0.0226,0.0417,0.5455,结算分|存款分|基础健康分,-0.812|-0.4076|-0.2515,结算分,0.1755,策略调整,70.7,65.4,50.0,48.8,66.3,43.5
56768,0.93015035,1,自动通过,0.0711,,0.0144,0.0187,0.1136,基础健康分|结算分|missing_pattern_freq,-0.313|0.2483|-0.2395,基础健康分,0.0305,策略调整,50.3,75.5,50.0,59.2,100.0,68.6
56769,0.98349023,1,自动通过,0.0173,,0.003,0.0054,0.1136,基础健康分|结算分|小类_te,0.4036|0.3511|0.212,,0.0,,86.5,83.5,50.0,95.7,67.5,80.4
56770,0.83693685,1,自动通过,0.2672,,0.0172,0.031,0.5227,结算分|基础健康分|纳税总额排名_按市_值,-0.705|-0.2303|0.2157,结算分,0.0927,策略调整,71.8,85.8,50.0,50.7,100.0,100.0
56771,0.34146132,0,自动拒绝,0.1842,,0.0305,0.0617,0.5,结算分|存款我行占比|收款对手客户数,-0.9731|-0.466|-0.4105,,0.0,,72.6,15.2,50.0,52.8,39.8,46.0
56772,0.96512651,1,自动通过,0.0285,,0.0085,0.0019,0.1364,结算分|基础健康分|存款我行占比,0.2738|0.2361|0.133,最新一期年报资产负债率,-0.0312,策略调整,56.6,76.1,50.0,97.4,71.6,78.4
56773,0.67402157,0,自动拒绝,0.4146,,0.026,0.0451,0.5227,结算分|存款分|基础健康分,-0.8038|-0.3583|-0.2526,结算分,0.2072,策略调整,70.2,64.8,50.0,51.2,48.7,61.5
56774,0.8464415,1,自动通过,0.2629,,0.0312,0.0142,0.6136,结算分|存款我行占比|基础健康分,-0.4968|0.291|-0.2126,职工人数,-0.0657,核验,58.0,70.4,50.0,52.1,68.8,100.0
56775,0.95434177,1,自动通过,0.0324,,0.0097,0.0022,0.0682,基础健康分|结算分|存款我行占比,0.603|0.3102|0.2023,基础健康分,-0.0288,策略调整,83.6,53.4,50.0,46.8,65.1,79.4
56776,0.68247364,0,人工复核,0.6658,概率不确定|模型分歧,0.0495,0.153,0.2045,基础健康分|结算分|存款我行占比,0.6691|-0.475|-0.2949,销售归行率,0.1371,策略调整,38.1,53.7,50.0,28.8,30.1,84.4
56777,0.47831147,0,自动拒绝,0.2664,,0.0398,0.0981,0.6818,结算分|存款我行占比|基础健康分,-0.8394|-0.4418|-0.3701,,0.0,,67.4,45.8,50.0,54.3,45.1,64.5
56778,0.91976006,1,自动通过,0.0662,,0.0162,0.0117,0.1364,基础健康分|结算分|missing_pattern_freq,0.2949|0.2312|-0.2157,标签_近12个月开票金额,-0.0204,核验,47.8,88.8,50.0,63.6,57.9,20.5
56779,0.91716365,1,自动通过,0.0635,,0.0148,0.0128,0.1364,结算分|基础健康分|存款我行占比,0.214|-0.1782|0.1432,销售归行率,0.0251,策略调整,57.4,74.7,50.0,73.7,86.5,58.7
56780,0.88559589,1,自动通过,0.1851,,0.0196,0.0436,0.1818,基础健康分|结算分|missing_pattern_freq,0.5471|0.3235|-0.2989,销售归行率,0.0517,策略调整,30.0,46.8,50.0,49.5,62.6,47.1
56781,0.87963912,1,自动通过,0.2192,,0.0231,0.0505,0.25,最新一期年报营收增长率|missing_pattern_freq|基础健康分,-0.4178|-0.3527|0.2897,结算分,0.0393,策略调整,33.1,71.5,50.0,17.5,62.4,73.0
56782,0.96383907,1,自动通过,0.0407,,0.0059,0.0153,0.1591,结算分|存款我行占比|missing_pattern_freq,0.2541|0.1707|-0.1514,存款分,-0.0157,策略调整,51.4,74.2,50.0,99.8,93.3,70.5
56783,0.96180137,1,自动通过,0.0257,,0.006,0.0052,0.0455,基础健康分|结算分|最新一期年报财务费用除以刚性负债,0.5433|0.3175|-0.2021,职工人数,0.0126,核验,87.0,66.5,50.0,82.2,64.0,54.0
56784,0.42178267,0,自动拒绝,0.2585,,0.0278,0.1168,0.6591,结算分|存款我行占比|基础健康分,-0.768|-0.4066|-0.3745,,0.0,,53.1,41.9,50.0,50.6,15.6,64.3
56785,0.90734096,1,自动通过,0.084,,0.0194,0.0089,0.0909,基础健康分|结算分|存款分,0.3477|0.3401|-0.2627,职工人数,0.0556,核验,85.5,53.5,50.0,67.9,59.5,59.3
56786,0.79014383,1,风险提示,0.4121,高风险抽检,0.0194,0.054,0.75,结算分|小类_te|基础健康分,-0.3943|0.2399|-0.2136,基础健康分,0.1075,策略调整,61.3,52.8,50.0,57.2,59.7,78.5
56787,0.82961991,1,自动通过,0.2891,,0.0237,0.0218,0.6364,结算分|存款我行占比|最新一期年报营收增长率,-0.4902|0.2728|-0.1821,存款我行占比,-0.172,策略调整,51.5,60.9,50.0,51.4,62.7,89.6
56788,0.90279368,1,自动通过,0.1067,,0.0113,0.0333,0.1136,基础健康分|结算分|最新一期年报ROE增长率,-0.5804|0.3254|-0.1513,基础健康分,0.0563,策略调整,62.1,71.5,50.0,85.8,80.0,61.7
56789,0.97155585,1,自动通过,0.027,,0.0046,0.0089,0.0682,基础健康分|结算分|存款我行占比,0.3839|0.361|0.1477,存款分,-0.0075,策略调整,81.9,63.0,50.0,98.7,57.4,75.8
56790,0.89179783,1,自动通过,0.187,,0.024,0.0452,0.1818,是否总行战略客户|结算分|行业排序值,0.6275|-0.474|0.1642,存款我行占比,-0.0552,策略调整,65.1,65.7,50.0,91.7,100.0,100.0
56791,0.84180197,1,自动通过,0.2544,,0.0203,0.0234,0.5227,结算分|存款我行占比|基础健康分,-0.6389|0.3065|-0.2545,结算分,0.0829,策略调整,75.5,51.9,50.0,50.6,52.1,77.2
56792,0.77584984,1,风险提示,0.4189,高风险抽检,0.0306,0.0149,0.5227,结算分|存款分|基础健康分,-0.7436|-0.3338|-0.2607,结算分,0.139,策略调整,72.5,83.9,50.0,49.8,45.8,56.9
56793,0.51862794,0,自动拒绝,0.2227,,0.0293,0.0899,0.5227,结算分|存款我行占比|基础健康分,-0.9411|-0.437|-0.3204,结算分,0.298,策略调整,73.6,55.6,50.0,50.5,69.1,63.0
56794,0.95576477,1,自动通过,0.0338,,0.0078,0.0069,0.4318,结算分|小类_te|基础健康分,0.2768|0.2238|-0.2096,结算分,0.021,策略调整,61.4,75.9,50.0,83.0,76.0,100.0
56795,0.31522228,0,自动拒绝,0.1373,,0.0318,0.028,0.6364,结算分|存款我行占比|基础健康分,-0.7868|-0.4414|-0.3331,,0.0,,50.0,24.2,50.0,54.1,32.7,49.8
56796,0.94308095,1,自动通过,0.0513,,0.0083,0.0177,0.0682,收款对手客户数|基础健康分|结算分,-0.5405|0.4682|0.2647,存款分,-0.0142,策略调整,81.6,15.7,50.0,79.3,55.6,78.2
56797,0.84379681,1,风险提示,0.3079,高风险抽检,0.0201,0.0624,0.3409,最新一期年报营收增长率|基础健康分|missing_pattern_freq,-0.4764|0.3206|-0.2824,最新一期年报经营活动产生的现金流量净额,-0.0766,策略调整,37.8,69.3,50.0,36.2,95.4,32.5
56798,0.60313447,0,人工复核,0.5742,概率不确定|模型分歧|资料不足,0.0582,0.1922,0.7045,结算分|存款分|missing_pattern_freq,-0.47|-0.2232|-0.2046,存款我行占比,-0.1018,策略调整,50.2,38.4,50.0,58.1,30.2,71.0
56799,0.79356,1,风险提示,0.3437,高风险抽检,0.0187,0.0148,0.4773,结算分|存款我行占比|基础健康分,-0.7379|0.3711|-0.2802,结算分,0.1104,策略调整,71.8,72.9,50.0,49.5,51.1,49.2
56800,0.89196112,1,自动通过,0.0841,,0.0107,0.0035,0.0682,结算分|存款分|最新一期年报财务费用除以刚性负债,0.3877|-0.3548|-0.1419,存款我行占比,0.026,策略调整,80.5,67.9,50.0,59.2,54.2,59.9
56801,0.90559284,1,自动通过,0.0862,,0.0125,0.0216,0.0227,基础健康分|存款分|结算分,-0.5848|0.3903|0.3525,基础健康分,0.0624,策略调整,89.6,63.4,50.0,65.0,65.7,73.9
56802,0.84770845,1,风险提示,0.3366,高风险抽检,0.0354,0.0569,0.4318,结算分|基础健康分|最新一期年报营收增长率,-0.4675|0.3627|-0.2092,存款我行占比,-0.2233,策略调整,43.2,58.1,50.0,75.1,60.7,38.1
56803,0.69078545,0,自动拒绝,0.4128,,0.0244,0.0223,0.5455,结算分|存款分|基础健康分,-0.8372|-0.2876|-0.2526,结算分,0.2074,策略调整,74.1,80.8,50.0,49.5,76.2,56.4
56804,0.80740665,1,风险提示,0.3338,高风险抽检,0.0253,0.0155,0.5455,结算分|基础健康分|存款我行占比,-0.7188|-0.2587|0.2246,结算分,0.1207,策略调整,77.0,53.9,50.0,50.5,60.9,50.6
56805,0.64160251,0,自动拒绝,0.3616,,0.0225,0.0647,0.5,结算分|基础健康分|存款我行占比,-0.8451|-0.2904|-0.2887,结算分,0.2421,策略调整,73.4,46.0,50.0,55.0,54.5,83.4
56806,0.96886367,1,自动通过,0.0255,,0.0058,0.0055,0.1364,结算分|小类_te|missing_pattern_freq,0.2147|0.2099|-0.2081,基础健康分,0.0083,策略调整,50.5,86.3,50.0,89.3,77.1,78.3
56807,0.92650309,1,自动通过,0.1055,,0.0153,0.0398,0.1591,基础健康分|存款我行占比|missing_pattern_freq,0.4226|-0.3028|-0.2936,存款我行占比,0.0313,策略调整,38.7,77.9,50.0,73.4,75.4,72.1
56808,0.98042662,1,自动通过,0.0203,,0.0019,0.0098,0.0682,基础健康分|结算分|存款我行占比,0.4043|0.3313|0.2313,近12个月收票金额,0.0054,核验,85.2,90.3,50.0,100.0,66.0,66.5
56809,0.84658222,1,自动通过,0.2328,,0.0216,0.0135,0.4773,基础健康分|结算分|最新一期年报营收增长率,0.4297|-0.3719|-0.2075,近12个月收票金额,-0.0824,核验,45.8,60.8,50.0,72.1,58.4,50.9
